Start,End,Date Time,Language,Survey Location,Include National,Community,Rurality,Gender,Organization,Position,Number of Org,Type. Human Rights,Type. Sexual and Gender Based Violence,Type.Health and Reproductive Rights,Type.Land,Type.Economic and Financial Services,Type.Agriculture,Type.Education,Type.Local Community Participation,Type.Other,Type.NA,Type.Describe Other,"Org Men, Women, or Both",WInfo.To be Treated Equally with All Others,Winfo.To be Free from Violence,WInfo.To be able to Join Groups,Winfo.Right to go Court if any Rights are Violated,Winfo.Right to Education,Winfo.Right_ to Own Property,Winfo.Right to Information,Winfo.Right to Work under Reasonable Hours,Info.National Government Office,Info.Local Government Office,Info.Local/Community NGOs,Info.Educational Institutions,Info.Places of Worship/Religious,Info.Traditional Leaders,Info.Village Elders,Info.Husband,Info.Other Family Members,Info.Friends,Info.Radio,Info.Television,Info.Newspaper,Info.Town Crier,Info.Internet/Cell Phone,Info.Other,Info.OtherExplain,"Seminal:Same F,E,RoS as men?",Seminal.Explain,WI.Women Interested in Info,WI.If not why,WI.National Gov Important,WI.Nat If not why,WI.Local Gov Important,WI.Local If not why,Issue.Don't Know Where to Ask,Issue. Fear of Asking,Issue.Domestic Duties,Issue.Getting to Public Offices (Distance),Issue.Family Nonsupportive,Issue.Confidence,Issue.Mindset of Gov Offical,Issue.Illiteracy,Issue.Women Ignored in Public,Issue.Language,Issue.Culturally Not Allowed,Issue.Safety Concerns,Issue.Information not Important to Women,Issue.Women Not Allowed in Public,Issue.Other,Barrier 1,Original Barrier 1,Barrier 2,Original Barrier 2,Barrier 3,Original Barrier 3,Possible Solutions,How Important.Rights,Rights.Freedom from Violence,Rights./Property Ownership/Land Rights,Rights.How the Justice System Works,Rights.Labor Law/Rights,Rights.Public Participation,Rights.Education,Rights.Marital.Family Rights,Rights.Health and Reproductive Rights,Rights.Freedom of Expression,Rights.Right to Information,Rights.Social Services,Rights.Anti-Discrimination,Rights.Please Explain,How important.Econ,Econ.Access to Banks,Econ.Vocational Training,Econ.Technology Training,Econ.Educational Opportunities,Econ.Job Opportunities,Econ.Land/Property Ownership,Econ.Scholarships,Econ.How to Start a Buisness,Econ.How to Get a Trade License,Econ.Social Development Funds,Econ.Please Explain,Original Most Important Info,Most Important Info,Original Second Important Info,Second Important Info,Original Third Important Info,Third Important Info,Tried.Have Tried to Get Info,Tried.Info Being Sought,Tried.Information Received,Tried.Recieved Ease,Heard of FOI,How Familiar with FOI Law,Anything Else,Enumerator Notes,Other Thoughts,_id,_submission_time,_date_modified
2023-02-07T09:47:12.488Z,2023-02-07T13:06:08.416Z,2023-02-07T09:47:00.000Z,Krio,Port Loko,1,Foroad Futha community,Urban,Female,Foroad Futha community,Market chair lady,500_2000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,Both,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,No,Cultural practices ,Yes,n/a,Yes,n/a,Yes,n/a,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Large Barrier,Not a Barrier,Large Barrier Oneness and love ,Domestic Duties,Domestic duties ,Other,Public coast to access public information ,Information not Important to Women,Information not seeing as importance for women ,Education ,Important,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Marital rights and property ownership will help women's to take ownership of what ever she is doing regarding family ,Important,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Enable more women's to access information and enjoy right as importance Citizens ,Education ,Education,Property ownership ,Property Ownership/Land Rights,To start Business ,How to Start a Buisness,I Don't Know Anybody,n/a,n/a,n/a,no,n/a,No,More sentization ,n/a,109057550,2023-02-07T13:37:26,2023-02-07T13:37:26
2023-02-07T11:14:04.333Z,2023-02-07T12:25:16.444Z,2023-02-07T11:14:00.000Z,English,Port Loko,1,School ,Rural,Female,Girls school port Loko city ,Principal ,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Women,Somewhat,Somewhat,Somewhat,Somewhat,n/a,Somewhat,n/a,Somewhat,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,No,Women's are sometimes not considered in information sharing and information is power for all Citizens ,Yes,n/a,Yes,n/a,Yes,n/a,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Small Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,Small Barrier,Large Barrier,Large Barrier,Don't Know,Not a Barrier,"Perfect Peace,oneness among us women's we can move 
",Getting to Public Offices (Distance),Coast of transportation ,Culturally Not Allowed,Culture ,Language,Language ,One to one talk considered the importance of women's access information ,Very Important,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Property ownership and safe concert is More paramount to women's especially when it comes to access information ,Very Important,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,To be included in leadership and decision making when you are well informed about Citizens information ,Acquired business license ,Access to Banks,Access to loans ,Access to Banks,Land property ,Property Ownership/Land Rights,Myself,Free Education ,Did Not Understand the Question,n/a,yes,Familiar,Information is key to us women's ,Awareness ,n/a,109057551,2023-02-07T13:37:26,2023-02-07T13:37:26
2023-02-08T12:05:39.460Z,2023-02-08T12:27:55.448Z,2023-02-08T10:26:00.000Z,English,Kallahun,1,Urban ,Urban,Female,Send Sierra Leone ,Program officer ,26_50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Somewhat,Very,Very,Somewhat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,Yes,The kind of position you find your self ,Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Small Barrier,Not a Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Not a Barrier,Small Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Very Important,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For developmental purpose ,Very Important,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,When you educate one woman you educate the nation ,Right to free expression ,Freedom of Expression,Educational opportunities ,Education,Unimportant ,Right to Information,Myself,Partnership in the country ,Yes,Very Easy,yes,Very Familiar,Partnership in the country ,n/a,n/a,109091097,2023-02-08T12:28:37,2023-02-08T12:28:37
2023-02-08T12:18:19.087Z,2023-02-08T21:50:50.687Z,2023-02-08T13:49:00.000Z,Krio,Bo,1,Konima ,Rural,Male,Konima,Youth leader,500_2000,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,n/a,Very,Very,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,Yes,We always have meetings together and make decisions together. We work with women in all aspect in this community.,Yes,n/a,Yes,n/a,Yes,n/a,Small Barrier,Small Barrier,Small Barrier,Large Barrier,Not a Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,Large Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Important,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,I'm sure that if women have knowledge in certain information they will be force to participate equally as men,Very Important,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"Especially training women, will increase the skilled workforce, also how to start a business, will help them do better in their businesses.",Vocational training or skill training,Vocational Training,Project opportunity,Social Development Funds,Access to banks or loans,Access to Banks,I Don't Know Anybody,n/a,n/a,n/a,yes,Not Familiar,n/a,n/a,n/a,109107864,2023-02-08T21:53:02,2023-02-08T21:53:02
2023-02-08T11:51:06.223Z,2023-02-08T21:59:49.617Z,2023-02-08T12:22:00.000Z,Mende,Bo,1,Konima,Rural,Female,Konima,Sowe ,26_50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Female circumcision , teach young girls how to be women, to cook, to respect the elders and trained young girls how to dance cultural dance ",Women,Somewhat,Very,Very,Somewhat,Somewhat,Not at all,Not at all,Somewhat,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,Yes,Most time we get information from our husbands,Yes,n/a,Yes,n/a,Yes,n/a,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Not a Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,Large Barrier,Small Barrier,Small Barrier,Not a Barrier,Not a Barrier,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Important,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Help us to make effective decision but for us, we listen to our husbands. They give us more information about things happen in the  community and out of this community ",Important,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,If we get information on how to start a business and loan we will help our self and our children and also our farming,Access to bank or loans or credits,Access to Banks,Vocational training or skill,Vocational Training,How to start a business,How to Start a Buisness,I Don't Know Anybody,n/a,n/a,n/a,no,n/a,n/a,"This is participant don't mainly force on access to information. She believes that they supposed to get most of their information from their husbands.
Right to education is not a priority for them. During the interview the participant focus on how things are really hard for them in the rural community.",n/a,109107898,2023-02-08T22:00:01,2023-02-08T22:00:01
2023-02-08T12:21:03.040Z,2023-02-08T22:16:18.366Z,2023-02-08T14:31:00.000Z,Krio,Bo,1,Konima,Rural,Male,Konima ,Imam,51_100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Teach Muslim worshippers how to pray
Deals with religious issues
Faith
Hajj
Women should be submissive to their husbands",Both,Very,Very,Very,Very,Very,Very,Very,Very,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,No,In most cases in the community we received the information first before sharing it out to our wives. Meeting out of the community are represented by men.,Yes,n/a,Yes,n/a,Yes,n/a,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,Small Barrier,Large Barrier,Large Barrier,Not a Barrier,Large Barrier,Small Barrier,Not a Barrier,Not a Barrier,Small Barrier,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Important,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,I strongly believe that if this information are shared to women they will know their rights like right to information and family right. Educational systems should be developed for women in our community,Important,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Women they are the backbone of our society if they have access to loan and training it will help them improved their standard of living,Educational opportunity,Education,Access to loans,Access to Banks,How to start a business,How to Start a Buisness,I Don't Know Anybody,n/a,n/a,n/a,no,n/a,n/a,He focus more on the religious accept. Women should obey their husbands. He mention that in the mosque the same facilities provided for men is the same facilities provided for women,n/a,109108037,2023-02-08T22:16:29,2023-02-08T22:16:29
2023-02-08T11:48:33.348Z,2023-02-08T22:38:02.656Z,2023-02-08T15:10:00.000Z,Krio,Bo,1,Konima,Rural,Male,Konima,Youth leader,100,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,Very,Very,Very,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,Yes,In my opinion women equally get access to information as same as the men. For example in terms of political issues in the community we mostly involved them.,Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Small Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Large Barrier,Small Barrier,Large Barrier,Not a Barrier,Large Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"All the information that we have talk on are important am sure if women know all this as it a right for them, they will stand up in most activities",Important,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Women need training and funding for farm products, it will really help their homes",Project funding,Social Development Funds,Access to loans macro credits,Access to Banks,Educational opportunity,Education,I Don't Know Anybody,n/a,n/a,n/a,yes,Not Familiar,n/a,"He talks more on education, that in this community women are not privilege to go to school, they don't have school structure. He mention sensitization on health and project funding like providing for them seeds.",n/a,109108200,2023-02-08T22:38:11,2023-02-08T22:38:11
2023-02-08T11:31:03.545+00:00,2023-04-06T10:34:39.098-04:00,2023-02-08T11:02:00-05:00,Krio,Bo,1,Konima,Rural,Male,Konima,Community chairman,500_2000,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,n/a,Not at all,Not at all,Somewhat,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,No,we give opportunity to women especially when it's time to make decision in the community. I believe woman get easily,Yes,n/a,Yes,n/a,Yes,n/a,Large Barrier,Large Barrier,Don't Know,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Important,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"For example like in the case of education it will help the women in this community. Educate them on their rights, health and other aspect.",Important,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,That will help them to develop the home. If she is well trained she will manage the home an children.,Project opportunity,Social Development Funds,Access to banks or loans,Access to Banks,Educational opportunity,Education,I Don't Know Anybody,n/a,n/a,n/a,yes,Not Familiar,n/a,"The respondent base more on education. The major problem from his own opinion is lack of education, no built school in the community. They find it difficult to education their adolescent girls.",n/a,109108943,2023-02-09T01:28:09,2023-04-06T14:34:39
2023-02-09T14:03:25.107Z,2023-02-09T14:32:43.302Z,2023-02-09T14:23:00.000Z,English,Bombali,1,Yonie,Rural,Male,I reprent the Yonie community ,Chief,100,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,n/a,Both,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,No,Lack interest on such issues ,Yes,n/a,Yes,n/a,Yes,n/a,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,All are mention ,Domestic Duties,Domestic duty of children ,Fear of Asking,Fear for repaisal,Confidence,Confidence to ask government,No support from family members ,Important,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Human rights issues help women to develop,Important,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,It is important to help in this areal,Lack of education ,Education,Right to free expression ,Freedom of Expression,To be free from violence ,Freedom from Violence,A Woman I Know,To seek for justice ,Did Not Understand the Question,n/a,yes,Somewhat Familiar,They most time afraid to ask ,n/a,n/a,109133923,2023-02-09T14:33:22,2023-02-09T14:33:22
2023-02-08T10:38:02.196Z,2023-02-09T18:35:55.644Z,2023-02-08T11:38:00.000Z,Krio,Bo,1,Bandajuma,Rural,Male,Bandajuma,Youth leader,500_2000,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,Very,Very,Very,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,n/a,Yes,"They received more information than us women do received most of the information. They usually stay at home while we will be at the farm working. If local government, organization visit the community they will be the first channel of contact
",Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Not a Barrier,Large Barrier,Large Barrier,Not a Barrier,Small Barrier,Small Barrier,Large Barrier,Not a Barrier,Large Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Important,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Women In this community have the right to own lands on their, other thing like decision making. Women in this community contributes a lot.  ",Very Important,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Woman knowing something will bring development to themselves and their homes. Information about training institutes,  projects in developing their farm seeds",Educational opportunity,Education,Access to bank loans or micro credits ,Access to Banks,Vocational training,Vocational Training,I Don't Know Anybody,n/a,n/a,n/a,yes,Familiar,Is priority for every women after our training out of this community we will discuss with them and makes final arrangement.,n/a,n/a,109140893,2023-02-09T18:36:24,2023-02-09T18:36:24
2023-01-20T12:24:48.795Z,2023-02-09T18:42:59.834Z,2023-02-08T09:40:00.000Z,Krio,Bo,1,Bandajuma,Rural,Female,Bandajuma,Women's leader,500_2000,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,n/a,Women,Very,Very,Very,Very,Very,Very,Very,Very,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,n/a,Yes,"For me as a women's leader people usually ask me for information we gathered after every meeting we held in Bo, on any time the heads of this community go out on a meeting, they will discuss with us first before making final decision
",Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Not a Barrier,Large Barrier,Large Barrier,Not a Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Not a Barrier,Not a Barrier,Not a Barrier,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Important,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Our right is been protected here we have access to lands and properties,Very Important,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Macro credits information and training will be of great help to us. Like In this community we have a major problem with macro credits, most women  mismanage the money which will result  to court action against them. ",How to start a small business,How to Start a Buisness,Access to community bank loans and micro credits facilities ,Access to Banks,Vocational training or skill training,Vocational Training,I Don't Know Anybody,n/a,n/a,n/a,yes,Not Familiar,n/a,"No government institution  where they can access some public information in the community, except through radio, local authorities in the community visits Bo if there is a problem that needs to involved stakeholders",n/a,109141032,2023-02-09T18:43:09,2023-02-09T18:43:09
2023-02-08T09:46:35.048Z,2023-02-09T18:48:10.893Z,2023-02-08T10:12:00.000Z,Krio,Bo,1,Bandajuma,Rural,Male,Bandajuma,Tribal Head,500_2000,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,Very,Very,Very,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,n/a,No,"Macro credits will be given to women, if their husbands serves as guarantors. ",Yes,n/a,Yes,n/a,Yes,n/a,Small Barrier,Large Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Large Barrier,Large Barrier,Not a Barrier,Large Barrier,Large Barrier,Small Barrier,Small Barrier,Not a Barrier,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Important,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,For me right to education is one information that will help women in this community,Important,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Information about loans, training and education will help women's empowerment",Educational opportunity,Education,Access to bank loans and Village Saving and Loans program ,Access to Banks,Vocational training,Vocational Training,I Don't Know Anybody,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,109141086,2023-02-09T18:48:21,2023-02-09T18:48:21
2023-02-08T10:13:21.340Z,2023-02-09T19:01:19.378Z,2023-02-09T11:00:00.000Z,Krio,Bo,1,Bandajuma,Rural,Male,Bandajuma,Town cheif,5000,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,Very,Very,Very,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,n/a,Yes,"In our community there is a community that when women fails to attend community meetings, there are community laws which will fined them with the sum of  Nle, 50 if fails to attend. ",Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Not a Barrier,Small Barrier,Large Barrier,Small Barrier,Large Barrier,Large Barrier,Small Barrier,Not a Barrier,Small Barrier,Small Barrier,Small Barrier,Not a Barrier,Not a Barrier,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Very Important,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Equal access to information will help promote and protect their rights, women will know, is their rights to participate in  decision making processes in their communities and their development. ",Very Important,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Women in this community really have a genuine access to information like macro finance and skill training, it will help to empower them",Job opportunities,Job Opportunities,"Access to loans, bank or credits",Access to Banks,Educational opportunity,Education,I Don't Know Anybody,n/a,n/a,n/a,yes,Familiar,"We believe as we are working with the government of the day, try to see how best women access information as men . In this community is a right and a most for women to partake in the decision making and contribute meaningful in community meetings ",The respondent is working hard to see women know that they have right to access to information and is their rights to contribute to the development of the community,n/a,109141378,2023-02-09T19:01:35,2023-02-09T19:01:35
2023-02-10T09:36:31.768Z,2023-02-12T10:54:47.404Z,2023-02-11T10:06:00.000Z,Krio,Bo,1,Gerihun ,Rural,Male,Gerihun,School Teacher,500_2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,n/a,Both,Very,Very,Very,Very,Very,Somewhat,Very,Very,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,n/a,Yes,In the school both girls and boys are allowed to ask questions and information in the school ,Yes,n/a,Yes,n/a,Yes,n/a,Large Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Large Barrier,Small Barrier,Not a Barrier,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Somewhat Important,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,The above thickeds  are valuable for the protection and promotion of the right of women ,Important,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,The above will help for the achievement of women's empowerment ,Educational opportunities ,Education,How to start small Business Enterprise ,How to Start a Buisness,Bank loans and micro credits ,Access to Banks,I Don't Know Anybody,n/a,n/a,n/a,yes,Somewhat Familiar,Workshop or training,n/a,n/a,109206874,2023-02-12T10:55:44,2023-02-12T10:55:44
2023-02-10T11:07:22.110Z,2023-02-12T11:05:28.801Z,2023-02-11T09:24:00.000Z,Krio,Bo,1,Gerihun,Rural,Male,Gerihun,Bike Rider Union (Motorbike)  Chairman,100,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Bike registration,Men,Very,Very,Very,Somewhat,n/a,Very,Very,Very,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,n/a,Yes,Women received information equally with the same rate as men do. Unless information that has to do with men secret society,Yes,n/a,Yes,n/a,Yes,n/a,Not a Barrier,Small Barrier,Large Barrier,Not a Barrier,Not a Barrier,Large Barrier,Large Barrier,Large Barrier,Not a Barrier,Large Barrier,Small Barrier,Small Barrier,Not a Barrier,Not a Barrier,"None
",Domestic Duties,Domestic Duties,Fear of Asking,Fear of asking government officials ,Illiteracy,Illiteracy ,"More public education and sensitization
to increase the knowledge of women. 

Training for women to build their self esteem especially for rural women ",Important,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,If women have more information about land rights an  Where to go when the issues of lands occur they will me able to stand for their right.,Important,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"Information about access to loans, how to get this loan an educational training how to start a business, which will impact their economy",Access to bank or loans or credits,Access to Banks,How to start a business,How to Start a Buisness,Land or property ownership,Property Ownership/Land Rights,I Don't Know Anybody,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,109207063,2023-02-12T11:05:41,2023-02-12T11:05:41
